1506;-0,07538036533986721V;-1,0cm;1,506ms
1507;-0,0879362366357307V;-1,0cm;1,5070000000000001ms
1508;-0,10048863635953922V;-1,0cm;1,508ms
1509;-0,11303706896404839V;-1,0cm;1,5090000000000001ms
1510;-0,1255810390586253V;-1,0cm;1,51ms
1511;-0,13812005142881292V;-1,0cm;1,5110000000000001ms
1512;-0,15065361105586597V;-1,0cm;1,512ms
1513;-0,16318122313631486V;-1,0cm;1,5130000000000001ms
1514;-0,17570239310148533V;-1,0cm;1,514ms
1515;-0,18821662663703037V;-1,0cm;1,5150000000000001ms
1516;-0,20072342970243073V;-1,0cm;1,516ms
1517;-0,21322230855052002V;-1,0cm;1,5170000000000001ms
1518;-0,22571276974696278V;-1,0cm;1,518ms
1519;-0,23819432018974163V;-1,0cm;1,5190000000000001ms
1520;-0,25066646712860635V;-1,0cm;1,52ms
1521;-0,2631287181845656V;-1,0cm;1,5210000000000001ms
1522;-0,27558058136927593V;-1,0cm;1,522ms
1523;-0,2880215651045069V;-1,0cm;1,5230000000000001ms
1524;-0,3004511782415124V;-1,0cm;1,524ms
1525;-0,31286893008046274V;-1,0cm;1,5250000000000001ms
1526;-0,32527433038976744V;-1,0cm;1,526ms
1527;-0,33766688942546724V;-1,0cm;1,5270000000000001ms
1528;-0,3500461179505508V;-1,0cm;1,528ms
1529;-0,36241152725427617V;-1,0cm;1,5290000000000001ms
1530;-0,3747626291714499V;-1,0cm;1,53ms
1531;-0,3870989361017204V;-1,0cm;1,5310000000000001ms
1532;-0,39941996102881316V;-1,0cm;1,532ms
1533;-0,4117252175397645V;-1,0cm;1,5330000000000001ms
1534;-0,42401421984411036V;-1,0cm;1,534ms
1535;-0,4362864827930854V;-1,0cm;1,5350000000000001ms
1536;-0,4485415218987619V;-1,0cm;1,536ms
1537;-0,46077885335318V;-1,0cm;1,537ms
1538;-0,4729979940474474V;-1,0cm;1,538ms
1539;-0,48519846159081215V;-1,0cm;1,539ms
1540;-0,49737977432970953V;-1,0cm;1,54ms
1541;-0,5095414513667635V;-1,0cm;1,541ms
1542;-0,5216830125797923V;-1,0cm;1,542ms
1543;-0,5338039786407488V;-1,0cm;1,543ms
1544;-0,5459038710346509V;-1,0cm;1,544ms
1545;-0,5579822120784581V;-1,0cm;1,545ms
1546;-0,5700385249399511V;-1,0cm;1,546ms
1547;-0,5820723336565418V;-1,0cm;1,547ms
1548;-0,5940831631540706V;-1,0cm;1,548ms
1549;-0,606070539265548V;-1,0cm;1,549ms
1550;-0,6180339887498941V;-1,0cm;1,55ms
1551;-0,6299730393106081V;-1,0cm;1,551ms
1552;-0,6418872196144202V;-1,0cm;1,552ms
1553;-0,653776059309882V;-1,0cm;1,553ms
1554;-0,665639089045973V;-1,0cm;1,554ms
1555;-0,6774758404905817V;-1,0cm;1,555ms
1556;-0,6892858463490323V;-1,0cm;1,556ms
1557;-0,7010686403825155V;-1,0cm;1,557ms
1558;-0,7128237574265015V;-1,0cm;1,558ms
1559;-0,7245507334090907V;-1,0cm;1,559ms
1560;-0,7362491053693545V;-1,0cm;1,56ms
1561;-0,7479184114755988V;-1,0cm;1,561ms
1562;-0,7595581910436027V;-1,0cm;1,562ms
1563;-0,7711679845547929V;-1,0cm;1,563ms
1564;-0,7827473336744039V;-1,0cm;1,564ms
1565;-0,7942957812695596V;-1,0cm;1,565ms
1566;-0,8058128714273262V;-1,0cm;1,566ms
1567;-0,8172981494726982V;-1,0cm;1,567ms
1568;-0,8287511619865677V;-1,0cm;1,568ms
1569;-0,8401714568236113V;-1,0cm;1,569ms
1570;-0,8515585831301465V;-1,0cm;1,57ms
1571;-0,8629120913619153V;-1,0cm;1,571ms
1572;-0,8742315333018656V;-1,0cm;1,572ms
1573;-0,8855164620778022V;-1,0cm;1,573ms
1574;-0,8967664321800661V;-1,0cm;1,574ms
1575;-0,9079809994790913V;-1,0cm;1,575ms
1576;-0,919159721242976V;-1,0cm;1,576ms
1577;-0,9303021561549162V;-1,0cm;1,577ms
1578;-0,9414078643306639V;-1,0cm;1,578ms
1579;-0,9524764073358764V;-1,0cm;1,579ms
1580;-0,9635073482034311V;-1,0cm;1,58ms
1581;-0,9745002514506645V;-1,0cm;1,581ms
1582;-0,9854546830965824V;-1,0cm;1,582ms
1583;-0,9963702106789802V;-1,0cm;1,583ms
1584;-1,0072464032715227V;-1,0cm;1,584ms
1585;-1,0180828315007429V;-1,0cm;1,585ms
1586;-1,0288790675630124V;-1,0cm;1,586ms
1587;-1,0396346852414178V;-1,0cm;1,587ms
1588;-1,0503492599225928V;-1,0cm;1,588ms
1589;-1,0610223686134657V;-1,0cm;1,589ms
1590;-1,071653589957993V;-1,0cm;1,59ms
1591;-1,082242504253751V;-1,0cm;1,591ms
1592;-1,0927886934685398V;-1,0cm;1,592ms
1593;-1,1032917412568584V;-1,0cm;1,593ms
1594;-1,1137512329763763V;-1,0cm;1,594ms
1595;-1,124166755704261V;-1,0cm;1,595ms
1596;-1,134537898253512V;-1,0cm;1,596ms
1597;-1,1448642511891802V;-1,0cm;1,597ms
1598;-1,155145406844536V;-1,0cm;1,598ms
1599;-1,165380959337152V;-1,0cm;1,599ms
1600;-1,1755705045849456V;-1,0cm;1,6ms
1601;-1,1857136403221171V;-1,0cm;1,601ms
1602;-1,1958099661150388V;-1,0cm;1,602ms
1603;-1,2058590833780498V;-1,0cm;1,603ms
1604;-1,2158605953892105V;-1,0cm;1,604ms
1605;-1,225814107305952V;-1,0cm;1,605ms
1606;-1,23571922618067V;-1,0cm;1,606ms
1607;-1,245575560976223V;-1,0cm;1,607ms
1608;-1,255382722581401V;-1,0cm;1,608ms
1609;-1,2651403238262484V;-1,0cm;1,609ms
1610;-1,274847979497381V;-1,0cm;1,61ms
1611;-1,284505306353167V;-1,0cm;1,611ms
1612;-1,294111923138889V;-1,0cm;1,612ms
1613;-1,3036674506017574V;-1,0cm;1,613ms
1614;-1,3131715115059122V;-1,0cm;1,614ms
1615;-1,3226237306473023V;-1,0cm;1,615ms
1616;-1,332023734868504V;-1,0cm;1,616ms
1617;-1,3413711530734402V;-1,0cm;1,617ms
1618;-1,3506656162420485V;-1,0cm;1,618ms
1619;-1,3599067574448374V;-1,0cm;1,619ms
1620;-1,3690942118573783V;-1,0cm;1,62ms
1621;-1,3782276167746974V;-1,0cm;1,621ms
1622;-1,3873066116256099V;-1,0cm;1,622ms
1623;-1,3963308379869446V;-1,0cm;1,623ms
1624;-1,4052999395976997V;-1,0cm;1,624ms
1625;-1,4142135623730958V;-1,0cm;1,625ms
1626;-1,423071354418571V;-1,0cm;1,6260000000000001ms
1627;-1,431872966043662V;-1,0cm;1,627ms
1628;-1,4406180497758152V;-1,0cm;1,6280000000000001ms
1629;-1,4493062603740918V;-1,0cm;1,629ms
1630;-1,4579372548428235V;-1,0cm;1,6300000000000001ms
1631;-1,46651069244512V;-1,0cm;1,631ms
1632;-1,4750262347163472V;-1,0cm;1,6320000000000001ms
1633;-1,4834835454774773V;-1,0cm;1,633ms
1634;-1,4918822908483649V;-1,0cm;1,6340000000000001ms
1635;-1,5002221392609192V;-1,0cm;1,635ms
1636;-1,5085027614722073V;-1,0cm;1,6360000000000001ms
1637;-1,5167238305774429V;-1,0cm;1,637ms
1638;-1,5248850220228967V;-1,0cm;1,6380000000000001ms
1639;-1,5329860136187001V;-1,0cm;1,639ms
1640;-1,5410264855515785V;-1,0cm;1,6400000000000001ms
1641;-1,549006120397467V;-1,0cm;1,641ms
1642;-1,556924603134048V;-1,0cm;1,6420000000000001ms
1643;-1,5647816211531769V;-1,0cm;1,643ms
1644;-1,572576864273238V;-1,0cm;1,6440000000000001ms
1645;-1,5803100247513804V;-1,0cm;1,645ms
1646;-1,587980797295672V;-1,0cm;1,6460000000000001ms
1647;-1,5955888790771409V;-1,0cm;1,647ms
1648;-1,6031339697417535V;-1,0cm;1,6480000000000001ms
1649;-1,610615771422244V;-1,0cm;1,649ms
1650;-1,6180339887498945V;-1,0cm;1,6500000000000001ms
1651;-1,625388328866187V;-1,0cm;1,651ms
1652;-1,6326785014343685V;-1,0cm;1,6520000000000001ms
1653;-1,639904218650905V;-1,0cm;1,653ms
1654;-1,6470651952568547V;-1,0cm;1,6540000000000001ms
1655;-1,654161148549123V;-1,0cm;1,655ms
1656;-1,6611917983916262V;-1,0cm;1,6560000000000001ms
1657;-1,6681568672263427V;-1,0cm;1,657ms
1658;-1,6750560800842835V;-1,0cm;1,6580000000000001ms
1659;-1,6818891645963379V;-1,0cm;1,659ms
1660;-1,6886558510040313V;-1,0cm;1,6600000000000001ms
1661;-1,6953558721701671V;-1,0cm;1,661ms
1662;-1,701988963589384V;-1,0cm;1,6620000000000001ms
1663;-1,70855486339859V;-1,0cm;1,663ms
1664;-1,7150533123873057V;-1,0cm;1,6640000000000001ms
1665;-1,7214840540078864V;-1,0cm;1,665ms
1666;-1,7278468343856692V;-1,0cm;1,666ms
1667;-1,73414140232898V;-1,0cm;1,667ms
1668;-1,740367509339051V;-1,0cm;1,668ms
1669;-1,7465249096198396V;-1,0cm;1,669ms
1670;-1,752613360087726V;-1,0cm;1,67ms
1671;-1,7586326203811127V;-1,0cm;1,671ms
1672;-1,7645824528699063V;-1,0cm;1,672ms
1673;-1,7704626226649098V;-1,0cm;1,673ms
1674;-1,7762728976270883V;-1,0cm;1,674ms
1675;-1,7820130483767362V;-1,0cm;1,675ms
1676;-1,787682848302526V;-1,0cm;1,676ms
1677;-1,7932820735704715V;-1,0cm;1,677ms
1678;-1,7988105031327415V;-1,0cm;1,678ms
1679;-1,8042679187364064V;-1,0cm;1,679ms
1680;-1,8096541049320378V;-1,0cm;1,68ms
1681;-1,8149688490822338V;-1,0cm;1,681ms
1682;-1,8202119413699909V;-1,0cm;1,682ms
1683;-1,8253831748070048V;-1,0cm;1,683ms
1684;-1,8304823452418342V;-1,0cm;1,684ms
1685;-1,8355092513679623V;-1,0cm;1,685ms
1686;-1,8404636947317405V;-1,0cm;1,686ms
1687;-1,845345479740229V;-1,0cm;1,687ms
1688;-1,8501544136689152V;-1,0cm;1,688ms
1689;-1,854890306669323V;-1,0cm;1,689ms
1690;-1,8595529717765027V;-1,0cm;1,69ms
1691;-1,8641422249164217V;-1,0cm;1,691ms
1692;-1,8686578849132236V;-1,0cm;1,692ms
1693;-1,873099773496385V;-1,0cm;1,693ms
1694;-1,8774677153077484V;-1,0cm;1,694ms
1695;-1,8817615379084507V;-1,0cm;1,695ms
1696;-1,8859810717857286V;-1,0cm;1,696ms
1697;-1,89012615035961V;-1,0cm;1,697ms
1698;-1,8941966099894876V;-1,0cm;1,698ms
1699;-1,8981922899805892V;-1,0cm;1,699ms
1700;-1,9021130325903068V;-1,0cm;1,7ms
1701;-1,905958683034437V;-1,0cm;1,701ms
1702;-1,9097290894932852V;-1,0cm;1,702ms
1703;-1,913424103117661V;-1,0cm;1,703ms
1704;-1,9170435780347517V;-1,0cm;1,704ms
1705;-1,920587371353886V;-1,0cm;1,705ms
1706;-1,9240553431721712V;-1,0cm;1,706ms
1707;-1,9274473565800196V;-1,0cm;1,707ms
1708;-1,9307632776665478V;-1,0cm;1,708ms
1709;-1,93400297552487V;-1,0cm;1,709ms
1710;-1,937166322257262V;-1,0cm;1,71ms
1711;-1,940253192980212V;-1,0cm;1,711ms
1712;-1,943263465829348V;-1,0cm;1,712ms
1713;-1,946197021964253V;-1,0cm;1,713ms
1714;-1,949053745573154V;-1,0cm;1,714ms
1715;-1,951833523877495V;-1,0cm;1,715ms
1716;-1,9545362471363863V;-1,0cm;1,716ms
1717;-1,9571618086509441V;-1,0cm;1,717ms
1718;-1,9597101047684935V;-1,0cm;1,718ms
1719;-1,962181034886668V;-1,0cm;1,719ms
1720;-1,964574501457377V;-1,0cm;1,72ms
1721;-1,9668904099906594V;-1,0cm;1,721ms
1722;-1,9691286690584107V;-1,0cm;1,722ms
1723;-1,9712891902979959V;-1,0cm;1,723ms
1724;-1,9733718884157359V;-1,0cm;1,724ms
1725;-1,9753766811902755V;-1,0cm;1,725ms
1726;-1,9773034894758281V;-1,0cm;1,726ms
1727;-1,9791522372053019V;-1,0cm;1,727ms
1728;-1,9809228513933022V;-1,0cm;1,728ms
1729;-1,9826152621390134V;-1,0cm;1,729ms
1730;-1,9842294026289558V;-1,0cm;1,73ms
1731;-1,9857652091396274V;-1,0cm;1,731ms
1732;-1,9872226210400168V;-1,0cm;1,732ms
1733;-1,988601580793998V;-1,0cm;1,733ms
1734;-1,9899020339626001V;-1,0cm;1,734ms
1735;-1,99112392920616V;-1,0cm;1,735ms
1736;-1,9922672182863448V;-1,0cm;1,736ms
1737;-1,9933318560680597V;-1,0cm;1,737ms
1738;-1,9943178005212276V;-1,0cm;1,738ms
1739;-1,9952250127224505V;-1,0cm;1,739ms
1740;-1,9960534568565431V;-1,0cm;1,74ms
1741;-1,99680310021795V;-1,0cm;1,741ms
1742;-1,997473913212035V;-1,0cm;1,742ms
1743;-1,9980658693562494V;-1,0cm;1,743ms
1744;-1,9985789452811784V;-1,0cm;1,744ms
1745;-1,9990131207314632V;-1,0cm;1,745ms
1746;-1,9993683785665999V;-1,0cm;1,746ms
1747;-1,9996447047616182V;-1,0cm;1,747ms
1748;-1,9998420884076322V;-1,0cm;1,748ms
1749;-1,9999605217122742V;-1,0cm;1,749ms
1750;-2,0V;-1,0cm;1,75ms
1751;-1,9999605217122742V;-1,0cm;1,7510000000000001ms
1752;-1,9998420884076322V;-1,0cm;1,752ms
1753;-1,999644704761618V;-1,0cm;1,7530000000000001ms
1754;-1,9993683785665999V;-1,0cm;1,754ms
1755;-1,999013120731463V;-1,0cm;1,7550000000000001ms
1756;-1,9985789452811786V;-1,0cm;1,756ms
1757;-1,9980658693562494V;-1,0cm;1,7570000000000001ms
1758;-1,997473913212035V;-1,0cm;1,758ms
1759;-1,99680310021795V;-1,0cm;1,7590000000000001ms
1760;-1,9960534568565431V;-1,0cm;1,76ms
1761;-1,9952250127224502V;-1,0cm;1,7610000000000001ms
1762;-1,9943178005212279V;-1,0cm;1,762ms
1763;-1,9933318560680597V;-1,0cm;1,7630000000000001ms
1764;-1,992267218286345V;-1,0cm;1,764ms
1765;-1,9911239292061598V;-1,0cm;1,7650000000000001ms
1766;-1,9899020339626001V;-1,0cm;1,766ms
1767;-1,9886015807939978V;-1,0cm;1,7670000000000001ms
1768;-1,9872226210400168V;-1,0cm;1,768ms
1769;-1,9857652091396272V;-1,0cm;1,7690000000000001ms
1770;-1,984229402628956V;-1,0cm;1,77ms
1771;-1,9826152621390132V;-1,0cm;1,7710000000000001ms
1772;-1,9809228513933024V;-1,0cm;1,772ms
1773;-1,9791522372053016V;-1,0cm;1,7730000000000001ms
1774;-1,9773034894758283V;-1,0cm;1,774ms
1775;-1,9753766811902753V;-1,0cm;1,7750000000000001ms
1776;-1,973371888415736V;-1,0cm;1,776ms
1777;-1,971289190297996V;-1,0cm;1,7770000000000001ms
1778;-1,969128669058411V;-1,0cm;1,778ms
1779;-1,9668904099906592V;-1,0cm;1,7790000000000001ms
1780;-1,9645745014573772V;-1,0cm;1,78ms
1781;-1,9621810348866682V;-1,0cm;1,7810000000000001ms
1782;-1,959710104768494V;-1,0cm;1,782ms
1783;-1,957161808650944V;-1,0cm;1,7830000000000001ms
1784;-1,9545362471363867V;-1,0cm;1,784ms
1785;-1,9518335238774946V;-1,0cm;1,7850000000000001ms
1786;-1,9490537455731545V;-1,0cm;1,786ms
1787;-1,9461970219642526V;-1,0cm;1,7870000000000001ms
1788;-1,9432634658293484V;-1,0cm;1,788ms
1789;-1,9402531929802116V;-1,0cm;1,7890000000000001ms
1790;-1,9371663222572624V;-1,0cm;1,79ms
1791;-1,9340029755248695V;-1,0cm;1,7910000000000001ms
1792;-1,9307632776665482V;-1,0cm;1,792ms
1793;-1,92744735658002V;-1,0cm;1,793ms
1794;-1,9240553431721716V;-1,0cm;1,794ms
1795;-1,9205873713538864V;-1,0cm;1,795ms
1796;-1,9170435780347521V;-1,0cm;1,796ms
1797;-1,9134241031176615V;-1,0cm;1,797ms
1798;-1,9097290894932857V;-1,0cm;1,798ms
1799;-1,9059586830344377V;-1,0cm;1,799ms
1800;-1,9021130325903075V;-1,0cm;1,8ms
1801;-1,8981922899805896V;-1,0cm;1,801ms
1802;-1,8941966099894882V;-1,0cm;1,802ms
1803;-1,8901261503596107V;-1,0cm;1,803ms
1804;-1,885981071785729V;-1,0cm;1,804ms
1805;-1,8817615379084514V;-1,0cm;1,805ms
1806;-1,8774677153077488V;-1,0cm;1,806ms
1807;-1,8730997734963857V;-1,0cm;1,807ms
1808;-1,868657884913224V;-1,0cm;1,808ms
1809;-1,8641422249164221V;-1,0cm;1,809ms
1810;-1,8595529717765034V;-1,0cm;1,81ms
1811;-1,8548903066693234V;-1,0cm;1,811ms
1812;-1,8501544136689159V;-1,0cm;1,812ms
1813;-1,8453454797402298V;-1,0cm;1,813ms
1814;-1,8404636947317412V;-1,0cm;1,814ms
1815;-1,8355092513679632V;-1,0cm;1,815ms
1816;-1,8304823452418348V;-1,0cm;1,816ms
1817;-1,8253831748070055V;-1,0cm;1,817ms
1818;-1,8202119413699918V;-1,0cm;1,818ms
1819;-1,8149688490822344V;-1,0cm;1,819ms
1820;-1,8096541049320385V;-1,0cm;1,82ms
1821;-1,804267918736407V;-1,0cm;1,821ms
1822;-1,7988105031327422V;-1,0cm;1,822ms
1823;-1,7932820735704722V;-1,0cm;1,823ms
1824;-1,7876828483025269V;-1,0cm;1,824ms
1825;-1,782013048376737V;-1,0cm;1,825ms
1826;-1,776272897627089V;-1,0cm;1,826ms
1827;-1,7704626226649107V;-1,0cm;1,827ms
1828;-1,7645824528699072V;-1,0cm;1,828ms
1829;-1,7586326203811136V;-1,0cm;1,829ms
1830;-1,752613360087727V;-1,0cm;1,83ms
1831;-1,7465249096198405V;-1,0cm;1,831ms
1832;-1,7403675093390518V;-1,0cm;1,832ms
1833;-1,734141402328981V;-1,0cm;1,833ms
1834;-1,72784683438567V;-1,0cm;1,834ms
1835;-1,7214840540078873V;-1,0cm;1,835ms
1836;-1,7150533123873049V;-1,0cm;1,836ms
1837;-1,708554863398591V;-1,0cm;1,837ms
1838;-1,701988963589383V;-1,0cm;1,838ms
1839;-1,695355872170168V;-1,0cm;1,839ms
1840;-1,6886558510040302V;-1,0cm;1,84ms
1841;-1,6818891645963387V;-1,0cm;1,841ms
1842;-1,6750560800842824V;-1,0cm;1,842ms
1843;-1,6681568672263438V;-1,0cm;1,843ms
1844;-1,6611917983916251V;-1,0cm;1,844ms
1845;-1,6541611485491239V;-1,0cm;1,845ms
1846;-1,6470651952568556V;-1,0cm;1,846ms
1847;-1,6399042186509059V;-1,0cm;1,847ms
1848;-1,6326785014343674V;-1,0cm;1,848ms
1849;-1,625388328866188V;-1,0cm;1,849ms
1850;-1,6180339887498953V;-1,0cm;1,85ms
1851;-1,6106157714222449V;-1,0cm;1,851ms
1852;-1,6031339697417526V;-1,0cm;1,852ms
1853;-1,5955888790771418V;-1,0cm;1,853ms
1854;-1,587980797295671V;-1,0cm;1,854ms
1855;-1,5803100247513815V;-1,0cm;1,855ms
1856;-1,572576864273237V;-1,0cm;1,856ms
1857;-1,564781621153178V;-1,0cm;1,857ms
1858;-1,556924603134047V;-1,0cm;1,858ms
1859;-1,549006120397468V;-1,0cm;1,859ms
1860;-1,5410264855515772V;-1,0cm;1,86ms
1861;-1,5329860136187012V;-1,0cm;1,861ms
1862;-1,5248850220228956V;-1,0cm;1,862ms
1863;-1,516723830577444V;-1,0cm;1,863ms
1864;-1,5085027614722084V;-1,0cm;1,864ms
1865;-1,5002221392609203V;-1,0cm;1,865ms
1866;-1,4918822908483638V;-1,0cm;1,866ms
1867;-1,4834835454774784V;-1,0cm;1,867ms
1868;-1,4750262347163483V;-1,0cm;1,868ms
1869;-1,466510692445121V;-1,0cm;1,869ms
1870;-1,4579372548428222V;-1,0cm;1,87ms
1871;-1,449306260374093V;-1,0cm;1,871ms
1872;-1,440618049775814V;-1,0cm;1,872ms
1873;-1,431872966043663V;-1,0cm;1,873ms
1874;-1,4230713544185696V;-1,0cm;1,874ms
1875;-1,414213562373097V;-1,0cm;1,875ms
1876;-1,4052999395976984V;-1,0cm;1,8760000000000001ms
1877;-1,396330837986946V;-1,0cm;1,877ms
1878;-1,3873066116256085V;-1,0cm;1,8780000000000001ms
1879;-1,3782276167746985V;-1,0cm;1,879ms
1880;-1,369094211857377V;-1,0cm;1,8800000000000001ms
1881;-1,3599067574448387V;-1,0cm;1,881ms
1882;-1,3506656162420496V;-1,0cm;1,8820000000000001ms
1883;-1,3413711530734413V;-1,0cm;1,883ms
1884;-1,3320237348685025V;-1,0cm;1,8840000000000001ms
1885;-1,3226237306473037V;-1,0cm;1,885ms
1886;-1,3131715115059133V;-1,0cm;1,8860000000000001ms
1887;-1,3036674506017587V;-1,0cm;1,887ms
1888;-1,2941119231388876V;-1,0cm;1,8880000000000001ms
1889;-1,2845053063531684V;-1,0cm;1,889ms
1890;-1,2748479794973795V;-1,0cm;1,8900000000000001ms
1891;-1,2651403238262497V;-1,0cm;1,891ms
1892;-1,2553827225813996V;-1,0cm;1,8920000000000001ms
1893;-1,2455755609762242V;-1,0cm;1,893ms
1894;-1,2357192261806684V;-1,0cm;1,8940000000000001ms
1895;-1,2258141073059534V;-1,0cm;1,895ms
1896;-1,215860595389209V;-1,0cm;1,8960000000000001ms
1897;-1,2058590833780511V;-1,0cm;1,897ms
1898;-1,1958099661150372V;-1,0cm;1,8980000000000001ms
1899;-1,1857136403221187V;-1,0cm;1,899ms
1900;-1,175570504584947V;-1,0cm;1,9000000000000001ms
1901;-1,1653809593371536V;-1,0cm;1,901ms
1902;-1,1551454068445344V;-1,0cm;1,9020000000000001ms
1903;-1,1448642511891816V;-1,0cm;1,903ms
1904;-1,1345378982535135V;-1,0cm;1,9040000000000001ms
1905;-1,1241667557042623V;-1,0cm;1,905ms
1906;-1,1137512329763748V;-1,0cm;1,9060000000000001ms
1907;-1,10329174125686V;-1,0cm;1,907ms
1908;-1,0927886934685382V;-1,0cm;1,9080000000000001ms
1909;-1,0822425042537525V;-1,0cm;1,909ms
1910;-1,0716535899579915V;-1,0cm;1,9100000000000001ms
1911;-1,0610223686134672V;-1,0cm;1,911ms
1912;-1,0503492599225912V;-1,0cm;1,9120000000000001ms
1913;-1,0396346852414193V;-1,0cm;1,913ms
1914;-1,0288790675630108V;-1,0cm;1,9140000000000001ms
1915;-1,0180828315007444V;-1,0cm;1,915ms
1916;-1,007246403271521V;-1,0cm;1,9160000000000001ms
1917;-0,9963702106789817V;-1,0cm;1,917ms
1918;-0,9854546830965838V;-1,0cm;1,9180000000000001ms
1919;-0,974500251450666V;-1,0cm;1,919ms
1920;-0,9635073482034326V;-1,0cm;1,92ms
1921;-0,9524764073358779V;-1,0cm;1,921ms
1922;-0,9414078643306655V;-1,0cm;1,922ms
1923;-0,9303021561549177V;-1,0cm;1,923ms
1924;-0,9191597212429774V;-1,0cm;1,924ms
1925;-0,9079809994790928V;-1,0cm;1,925ms
1926;-0,8967664321800677V;-1,0cm;1,926ms
1927;-0,8855164620778037V;-1,0cm;1,927ms
1928;-0,8742315333018672V;-1,0cm;1,928ms
1929;-0,8629120913619168V;-1,0cm;1,929ms
1930;-0,8515585831301481V;-1,0cm;1,93ms
1931;-0,8401714568236128V;-1,0cm;1,931ms
1932;-0,8287511619865693V;-1,0cm;1,932ms
1933;-0,8172981494726999V;-1,0cm;1,933ms
1934;-0,8058128714273277V;-1,0cm;1,934ms
1935;-0,7942957812695611V;-1,0cm;1,935ms
1936;-0,7827473336744054V;-1,0cm;1,936ms
1937;-0,7711679845547944V;-1,0cm;1,937ms
1938;-0,7595581910436042V;-1,0cm;1,938ms
1939;-0,7479184114756003V;-1,0cm;1,939ms
1940;-0,7362491053693562V;-1,0cm;1,94ms
1941;-0,7245507334090924V;-1,0cm;1,941ms
1942;-0,7128237574265031V;-1,0cm;1,942ms
1943;-0,7010686403825171V;-1,0cm;1,943ms
1944;-0,6892858463490339V;-1,0cm;1,944ms
1945;-0,6774758404905833V;-1,0cm;1,945ms
1946;-0,6656390890459746V;-1,0cm;1,946ms
1947;-0,6537760593098836V;-1,0cm;1,947ms
1948;-0,6418872196144217V;-1,0cm;1,948ms
1949;-0,6299730393106098V;-1,0cm;1,949ms
1950;-0,6180339887498958V;-1,0cm;1,95ms
1951;-0,6060705392655497V;-1,0cm;1,951ms
1952;-0,5940831631540723V;-1,0cm;1,952ms
1953;-0,5820723336565434V;-1,0cm;1,953ms
1954;-0,5700385249399528V;-1,0cm;1,954ms
1955;-0,5579822120784598V;-1,0cm;1,955ms
1956;-0,5459038710346524V;-1,0cm;1,956ms
1957;-0,5338039786407505V;-1,0cm;1,957ms
1958;-0,521683012579794V;-1,0cm;1,958ms
1959;-0,5095414513667652V;-1,0cm;1,959ms
1960;-0,4973797743297112V;-1,0cm;1,96ms
1961;-0,4851984615908138V;-1,0cm;1,961ms
1962;-0,4729979940474491V;-1,0cm;1,962ms
1963;-0,46077885335318164V;-1,0cm;1,963ms
1964;-0,44854152189876356V;-1,0cm;1,964ms
1965;-0,43628648279308363V;-1,0cm;1,965ms
1966;-0,42401421984411203V;-1,0cm;1,966ms
1967;-0,4117252175397627V;-1,0cm;1,967ms
1968;-0,39941996102881483V;-1,0cm;1,968ms
1969;-0,3870989361017221V;-1,0cm;1,969ms
1970;-0,3747626291714516V;-1,0cm;1,97ms
1971;-0,36241152725427433V;-1,0cm;1,971ms
1972;-0,35004611795055246V;-1,0cm;1,972ms
1973;-0,3376668894254689V;-1,0cm;1,973ms
1974;-0,32527433038976916V;-1,0cm;1,974ms
1975;-0,31286893008046096V;-1,0cm;1,975ms
1976;-0,30045117824151407V;-1,0cm;1,976ms
1977;-0,28802156510450505V;-1,0cm;1,977ms
1978;-0,27558058136927766V;-1,0cm;1,978ms
1979;-0,2631287181845638V;-1,0cm;1,979ms
1980;-0,250666467128608V;-1,0cm;1,98ms
1981;-0,2381943201897398V;-1,0cm;1,981ms
1982;-0,22571276974696447V;-1,0cm;1,982ms
1983;-0,21322230855051819V;-1,0cm;1,983ms
1984;-0,20072342970243245V;-1,0cm;1,984ms
1985;-0,18821662663702854V;-1,0cm;1,985ms
1986;-0,17570239310148703V;-1,0cm;1,986ms
1987;-0,16318122313631658V;-1,0cm;1,987ms
1988;-0,1506536110558677V;-1,0cm;1,988ms
1989;-0,1381200514288111V;-1,0cm;1,989ms
1990;-0,12558103905862703V;-1,0cm;1,99ms
1991;-0,1130370689640501V;-1,0cm;1,991ms
1992;-0,10048863635954094V;-1,0cm;1,992ms
1993;-0,08793623663572887V;-1,0cm;1,993ms
1994;-0,07538036533986892V;-1,0cm;1,994ms
1995;-0,06282151815625721V;-1,0cm;1,995ms
1996;-0,05026019088667636V;-1,0cm;1,996ms
1997;-0,037696879430814983V;-1,0cm;1,997ms
1998;-0,025132079766704632V;-1,0cm;1,998ms
1999;-0,0125662879311181V;-1,0cm;1,999ms
2000;;1,0;2,0
2001;;1,0;2,001
2002;;1,0;2,0020000000000002
2003;;1,0;2,003
2004;;1,0;2,004
2005;;1,0;2,005
2006;;1,0;2,0060000000000002
2007;;1,0;2,007
2008;;1,0;2,008
2009;;1,0;2,009
2010;;1,0;2,0100000000000002
2011;;1,0;2,011
2012;;1,0;2,012
2013;;1,0;2,013
2014;;1,0;2,0140000000000002
2015;;1,0;2,015
2016;;1,0;2,016
2017;;1,0;2,017
2018;;1,0;2,0180000000000002
2019;;1,0;2,019
2020;;1,0;2,02
2021;;1,0;2,021
2022;;1,0;2,0220000000000002
2023;;1,0;2,023
2024;;1,0;2,024
2025;;1,0;2,025
2026;;1,0;2,0260000000000002
2027;;1,0;2,027
